E	pcent	pcent01	pcent02	pcent03	pcent04	pcent05	pcent06	pcent07	pcent08	pcent09	pcent10	pcent11	pcent12	Sgeo
0.785823	24.4256242415889	24.5267614910358	23.4182174997075	24.7191361295972	25.6721814343616	25.0789749695554	24.2631239988902	23.7074871006421	23.5805280564661	23.5535315036911	23.5556526548395	25.6632516166651	25.7860914587929	19080010
0.876575	23.405952747813	23.4743558251066	22.4269687303134	23.6898227635073	24.6653603913854	24.076761078214	23.2528025874146	22.7430574561828	22.6490529508889	22.5704364729407	22.5305528565531	24.5191769913865	24.6492511318892	19080010
0.977808	22.3957141108354	22.4414565328295	21.45120782151	22.6662560676994	23.6498710627461	23.070444517472	22.2482568751347	21.782886014065	21.7272035731116	21.6005391470938	21.517874320436	23.3930318611548	23.5405914150805	19080010
1.090732	21.3951330922591	21.4255879414195	20.4906967523326	21.6502260821645	22.6279194409239	22.0612714107492	21.2514979532492	20.8270426509278	20.8126311810188	20.6429688440555	20.5185245452852	22.2878974862933	22.4566811054077	19080010
1.216697	20.4057510198294	20.431881639479	19.5456472290706	20.6468894611862	21.6008299257408	21.0494635222574	20.2600216228335	19.8764903813461	19.902767118437	19.697746299485	19.5370623953004	21.2091601064563	21.3990282673645	19080010
1.357209	19.4278698802036	19.4549410018502	18.6181867313753	19.6560436049196	20.5754663852269	20.0356465154607	19.2733020186424	18.9328979780542	18.9996937529191	18.7607624553472	18.5718232122414	20.1602142948123	20.3657150881335	19080010
1.513948	18.4633231791898	18.49260381106	17.7070889767693	18.6812569655362	19.5531118336236	19.0274382774644	18.2957208283015	17.9994771835866	18.105085460759	17.8350552913393	17.6242536332451	19.1382108608918	19.3570556480506	19080010
1.688789	17.5131084181629	17.5448025801331	16.812602403926	17.7274622899202	18.5369464197331	18.0271750623974	17.3291051560525	17.0778515802764	17.2177893559253	16.9227933743702	16.6954636001237	18.1391687446337	18.3717251755233	19080010
1.883821	16.577917740692	16.6105581390081	15.933518813341	16.7946045347628	17.5343406424021	17.0355983915564	16.3782176430297	16.1691082690662	16.3358744683094	16.0238210958991	15.785806126812	17.1624610803551	17.4078285414808	19080010
2.101377	15.6581539753375	15.6905923225802	15.0690958129522	15.8824868309229	16.5473096845157	16.056569687174	15.4449370336613	15.2714955753507	15.4588601302042	15.1379961223383	14.897313813887	16.2082112668051	16.4620349181193	19080010
2.344058	14.7541678805099	14.7853424939703	14.2199749682588	14.9894946849222	15.5828789842151	15.0948357938291	14.5289229483631	14.382262322352	14.5843241997675	14.2659985248994	14.0303456629136	15.2758942756746	15.5316070913964	19080010
2.614765	13.8675161322616	13.8975554387221	13.3849732897201	14.1136090674307	14.6414373514443	14.1538184814659	13.6341437304175	13.5056329611294	13.7124685096327	13.410024738485	13.1858833060136	14.3664989513734	14.6195046286609	19080010
2.916736	12.9998968992124	13.0278090445213	12.567719248195	13.2569527885231	13.7233900646899	13.2359609561948	12.7631348816611	12.6445575348202	12.8450762496989	12.5737724918379	12.3649366591465	13.4800378309727	13.7240961817438	19080010
3.253579	12.1533155645342	12.1806806097622	11.7714968472562	12.4220044832908	12.8311960488242	12.341868763755	11.9159580854334	11.8010581773039	11.9853777438013	11.7617159035212	11.5675326685459	12.6185092420353	12.844113450216	19080010
3.629324	11.3294041222852	11.3576051285063	10.9962541936057	11.6081576970181	11.9651891202124	11.4773255648427	11.0956181623266	10.9780418760326	11.1396406885117	10.9714408382875	10.7938293003234	11.7799708729792	11.9844685558878	19080010
4.048462	10.5296586957521	10.5595927598717	10.2439866561935	10.8168934925704	11.1255311543432	10.6458136227499	10.3016622876181	10.1764834946961	10.3171834382996	10.2022602218378	10.0415890111147	10.9649444569996	11.1476241304017	19080010
